url,price,description,location,type,size,bedrooms,bathrooms,available_from,payment_method,down_payment,size_sqm
https://www.propertyfinder.eg/en/plp/buy/palace-for-sale-north-coast-sidi-heneish-beit-al-bahr-7847147.html,199000000,"Luxury Seafront Mansion for Sale in Zoya Ghazala Bay
-------------------
First Row to Sea
-------------------
Near Delivery with Instalments
-------------------
6 Master Bedrooms
2 Living Rooms
Playroom
Hard Kitchen
Nanny's Room
Driver's Room
Guard's Room
-------------------
For more info:
Ali Shalaby
01279323041","Beit Al Bahr, Sidi Heneish, North Coast",Palace,"10,226 sqft / 950 sqm",,,1 Sep 2025,Installments,"19,900,000 EGP",950.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-hacienda-bay-7548166.html,90219000,"Hacienda Bay by Palm Hills
Standalone Villa
First Row Directly on the Beach
Area: 358 m
- 3 Bedrooms
- 2 Bathrooms
Fully Finished
With the Lowest Down Payment and the Longest Repayment Period of Up to 10 Years
=====================
A Unique Location in the Heart of the North Coast
Hacienda Bay:
- Swimming Pools and Artificial Lakes
- 4 Smart Gates
- Shopping Mall and Hypermarket
- ​​Designated Party and Barbecue Spaces
- Sandy Beach
- All Units with Sea View
- Kids Areas
- Sports Clubs
- Clubhouse
- State-of-the-Art CCTV Systems
- Maintenance and Cleaning","Hacienda Bay, Sidi Abdel Rahman, North Coast",Villa,"3,853 sqft / 358 sqm",3.0,2.0,10 Jul 2025,Cash,"9,021,900 EGP",358.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-north-investors-area-golden-heights-7840150.html,97517000,"-Immediate delivery units at Golden Heights - New Cairo
-Stand Alone for sale in Golden Heights Compound High Luxe Finishing.
Golden Heights compound is located in the most prime location in new Cairo. As a resident, you are near many universities, shopping malls, Heliopolis, Nasr City, and Maddi.
-Garden area 798 m unit area 984.5m .
For more info call us 01011171588.
Novus Stanza Properties Main Sales office is located at Heliopolis el thawra street  to our projects in South Sinia : (Golden Beach 1- Golden Beach 2-Riviera Beach 1- Riviera Beach 2-Matarma Beach Residence )
New Cairo : ( Golden heights 1- Golden Heights 2- Riviera Heights  )
Lazuli hotel marsa allam","Golden Heights, North Investors Area, New Cairo City, Cairo",Villa,"8,590 sqft / 798 sqm",6.0,4.0,31 Aug 2025,Cash,"24,379,250 EGP",798.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-ogami-7815789.html,200500000,"Ogami Ras El Hikma – North Coast
Project Overview
Ogami, inspired by the island in Japan famous for its sunset, is a landmark destination on the North Coast. Located at Km 205 Ras El Hikma, the masterplan is designed by DLR (the creators of Soul by Emaar). The development spans 440 feddans with only 1,700 units (1,450 villas & 250 chalets G+1), ensuring exclusivity and low density.
•	20% footprint with vast lagoons & landscape
•	11 km of lagoons
•	800m beachfront (650m project + 150m Nobu Hotel)
•	60% of units with water views
•	Nobu Residences: branded villas, restaurants & 5-star hotel
•	2 clubhouses, wellness & yoga center, outdoor gyms & horizon pools
•	Masterplan: 8 themed islands surrounded by lagoons
•	Sea Mansions (front row) & single-storey villas (second row)
•	Finished with ACs
•	Delivery in 4 years
•	Payment plan: 5% downpayment, 5% in 2026, 8-year installments + 2% exclusive cashback for Sodic clients
⸻
Unit Types & Prices
Chalets
•	2 Bedrooms – Starting from 21.5M EGP
•	3 Bedrooms – Starting from 25.5M EGP
Villas
•	Townhouse Middle (226 sqm) – 34M EGP
•	Townhouse Corner (233 sqm) – 37M EGP
•	Twinhouse (268 sqm) – 46.3M EGP
•	Bayview Villa 3 BR (254 sqm) – 52.9M EGP
•	Dusk Villa 4 BR (310 sqm) – 71M EGP
•	Seascape Villa 4 BR One Floor (286 sqm) – 157.8M EGP
•	Beachside Villa 5 BR One Floor (394 sqm) – 200.5M EGP
All units are finished with ACs.
⸻
Why Ogami?
A world-class masterplan, luxury Nobu hospitality, exclusive design as 8 private islands, and a flexible payment plan make Ogami one of the strongest investment opportunities on the North Coast.
⸻
About Us – BlackMount
Blackmount is a next-generation real estate brokerage redefining the market with a luxurious, client-first approach. We specialize in premium properties and a seamless, personalized experience.","Ogami, Ras Al Hekma, North Coast",Villa,"3,186 sqft / 296 sqm",5.0,7.0,26 Aug 2025,Cash,"10,025,000 EGP",296.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7855046.html,100000000,"FOR SALE : Villa Standalone in Soma Bay , Sea Front.
Details :
View : Full Panoramic Sea View , 2nd Row Sea
BUA : 310 sqm
Land : 1073 sqm
4 Bedrooms
5 Bathrooms
Finishing : Fully Finished Exterior and Interior
Payment plan : 7 Years Installments , 10% Downpayment
Live steps away from the Red Sea in Nautilus the heart of Soma Bay. Enjoy world-class amenities including:
Sports Arena with padel courts, gym, and more
Full-service Medical Center
Soma Bay Marina with yachts, shops, and dining
Top Restaurants & Cafes like Spikes & Kokomo
Championship Golf Course by Gary Player
Cascades Spa for ultimate relaxation
7BFT Kitehouse for thrilling kitesurfing
Own your luxury beach home now. Contact me for further information !
Seif
+201019779798
#SomaBayProperties #RedSeaRealEstate #SomaBayHomes #InvestInSomaBay #LuxuryRedSeaHomes #SomaBayVillas #SomaBayApartments #SomaBayInvestments #SomaBayRealEstate #SomaBayForSale #RedSeaProperty #SomaBayLiving #SomaBayDevelopment #SomaBayLuxuryHomes #SomaBayChalets #SomaBayTownhouses #SomaBayLofts #SomaBayVillasForSale #SomaBayApartmentsForSale #SomaBayPropertiesForSale #SomaBayRealEstateMarket #SomaBayPropertyInvestment #SomaBayRealEstateInvestment #SomaBayPropertyForSale #SomaBayRealEstateOpportunities #SomaBayPropertyMarket #SomaBayRealEstateTrends #SomaBayPropertyTrends #SomaBayRealEstateNews #SomaBayPropertyNews #SomaBayRealEstateUpdates #SomaBayPropertyUpdates #SomaBayRealEstateListings #SomaBayPropertyListings #SomaBayRealEstateDevelopments #SomaBayPropertyDevelopments #SomaBayRealEstateProjects #SomaBayPropertyProjects #SomaBayRealEstateOpportunitiesUpdates #SomaBayPropertyOpportunitiesUpdates #SomaBayRealEstateMarketTrends #SomaBayPropertyMarketTrends #SomaBayRealEstateInvestmentOpportunities #SomaBayPropertyInvestmentOpportunities #SomaBayRealEstateInvestmentTrends #SomaBayPropertyInvestmentTrends #SomaBayRealEstateMarketUpdates #SomaBayPropertyMarketUpdates #SomaBayRealEstateNewsUpdates","Mesca, Soma Bay, Safaga, Hurghada, Red Sea",Villa,"3,337 sqft / 310 sqm",4.0,5.0,2 Sep 2025,Installments,"10,000,000 EGP",310.0
https://www.propertyfinder.eg/en/plp/buy/palace-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-dunes-7849083.html,338927597,"Palace for sale in prime location in the Fifth Settlement on 90th Street
Next to Katameya Dunes Compound
Land area 1879 meters
Building area 1287 meters
Garden + with a private roof
70% of the compound landscape & greenery
A residential compound with integrated services and facilities
Cash required 33,892,759 and the rest in installments over 6 years without interest
To contact: View Contact Detail Call and WhatsApp available","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Palace,"20,225 sqft / 1,879 sqm",7.0,7.0,20 Aug 2025,Cash,"33,892,759 EGP",1879.0
https://www.propertyfinder.eg/en/plp/buy/palace-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7847146.html,199000000,"Luxury Seafront Mansion for Sale in Zoya Ghazala Bay
-------------------
First Row to Sea
-------------------
Near Delivery with Instalments
-------------------
6 Master Bedrooms
2 Living Rooms
Playroom
Hard Kitchen
Nanny's Room
Driver's Room
Guard's Room
-------------------
For more info:
Ali Shalaby
01279323041","Ramla Lakeside, Qesm Ad Dabaah, North Coast",Palace,"10,226 sqft / 950 sqm",,,1 Sep 2025,Installments,"19,900,000 EGP",950.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7846871.html,169000000,"A rare chance you don’t wanna miss!!
Ultra-Luxury Units With EARLY DELIVERY, Insane SEA + LAGOON VIEWS , and SUPER Long Installment plans!!
Act fast before it's gone!!
Secure Your Spot Now \ 01279307130
____________________________________________________
Unit Details:
- 6 Bedrooms  - 6 Bathrooms
- Family Living Room
- Land : 1540 Meter
- Large Garden
For More Details Contact Me / 01279307130
____________________________________________
You will find ramla on the pristine shores of Ras El Hekma bay at the heart of the North Coast’s new happening destination. This stunning location encapsulates the calmest of seas and white sands stretching along a 1.4 kilometre beach. it is ideally situated on the 215th kilo of International Coastal Road
Next to Modon Ras El Hikma
20 Min away from Almaza Bay
10 Min away from Caesar
35 Min away from Hacienda Red
________________________________________________
Villa for sale in North Coast
cheap Chalet for sale
new Apartments for sale in North Coast
Your dream home in Ralma
Villas for sale in Ralma
2 bedrooms Apartment for sale in Ralma
property for sale in Ramla
Flat for sale in Ramla
Immediate Delivery
Special Price","Ramla Lakeside, Qesm Ad Dabaah, North Coast",Villa,"13,993 sqft / 1,300 sqm",6.0,6.0,1 Sep 2025,Cash,,1300.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-soul-north-coast-7852736.html,94697289,"Luxurious Fully Finished Standalone Villa for sale with Installments till 2028 and lowest down payment in Soul By Emaar - North Coast
Details:
• Built up area: 281 SQM
• Land area : 437 SQM
• Number of bedrooms : 4
• Number of bathrooms : 3
• Nanny room with private bathroom
• Finishing: Fully Finished
• Delivery: 2028
Financial Details:
• Total Price: 94,697,289 EGP
• Down Payment: 31,489,563 EGP
• Remaining amount: 63,207,726 EGP Installments till 2028
Soul Luxury Beach Resort, by Emaar Misr | EH, is a pioneering 580 acres; that is located 30 KMs away from Marassi. It’s a place that instills a sense of belonging, inspiration, and peace amidst one of the world’s most stunning natural beach landscapes in the North Coast.
Soul Luxury Beach Resort boast an unprecedented master plan featuring beach mansions and homes connected to nature, the unrivalled sea views of the Mediterranean, and the water front lagoons, lush green spaces and an array of unique amenities that cater to your every need.","Soul North Coast, Qesm Ad Dabaah, North Coast",Villa,"3,025 sqft / 281 sqm",4.0,3.0,1 Sep 2025,Installments,,281.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7851278.html,112000000,"Limited time offer - Instalments over 12
-----------------
Seafront Standalone Ville (First Row)
-----------------
Fully Finished (Premium Finishing)
-----------------
6 Master Bedrooms
Nanny's Room with Bathroom
Driver's Room with Bathroom
------------------
Project Details/Facilities:
- Single family community
- Beach front: 500 m²
- Footprint: 13%
- 24 Acres of Lagoons
- Multi Purpose Courts
- Children's Playground
- Water Activities
- Fine Dining
- Night Entertainment
- WellnessCenter
- Hotel
--------------------
For any inquiries:
Ali Shalaby
01279323041","Ramla Lakeside, Qesm Ad Dabaah, North Coast",Villa,"4,306 sqft / 400 sqm",7.0,7.0,2 Sep 2025,Installments,"2,800,000 EGP",400.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-hacienda-west-7851264.html,113000000,"Limited time offer - Instalments over 12
-----------------
Seafront Standalone Ville (First Row)
-----------------
Fully Finished (Premium Finishing)
-----------------
6 Master Bedrooms
Nanny's Room with Bathroom
Driver's Room with Bathroom
------------------
Project Details/Facilities:
- Single family community
- Beach front: 500 m²
- Footprint: 13%
- 24 Acres of Lagoons
- Multi Purpose Courts
- Children's Playground
- Water Activities
- Fine Dining
- Night Entertainment
- WellnessCenter
- Hotel
--------------------
For any inquiries:
Ali Shalaby
01279323041","Hacienda West, Ras Al Hekma, North Coast",Villa,"4,306 sqft / 400 sqm",7.0,7.0,2 Sep 2025,Installments,"2,825,000 EGP",400.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-7807014.html,125000000,"Unit Details
----------------
BUA  340  sqm
Land 870   sqm
-  5 Master Bedrooms         - 5  Bathroom      - Geuset Bedroom/ Bathroom
-  Living Room    - Family Room       - Dining Room
-  Kitchen      - Large Terrace
- Maid Room - Driver Room
for more info Call / Mostafa Shawky - 01032363704
Silver Sands in Sidi Heneish, North Coast is an artwork by Ora Developers rolling over 506 acres (2,112,600 SQM) of land. The project is created to be a summer resort, an easy-peasy weekend destination, and an all-year-season gateway.
The project is created to be “ the Egyptian rendition of Grenada’s Silversands with the essence of Caribbean luxury lifestyle living”. This is clearly seen in every element of Silver Sands North Coast including its endless amenities, prime location, and premium properties.
Senior property consultant/ Mostafa Shawky","Silver Sands, Qesm Marsa Matrouh, North Coast",Villa,"3,714 sqft / 345 sqm",5.0,6.0,25 Aug 2025,Installments,"5,000,000 EGP",345.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-7850688.html,124900000,"First row villa for sale in Silver Sands, Qesm Marsa Matrouh
First row villa in Silversands for sale with installments over 8 years, fully finished with Acs.
Details:
* Type:  villa
* Area: 346 SQM
* No. of bedrooms: 5
* No. of bathrooms: 5
* Finishing Status: Fully Finished with ACs.
Ora Development
Ora Development is a global development company in the field of urban development. It is one of the largest leading companies in the field of real estate, established in 2016 by engineer Naguib Sawiris. The company operates in local and international markets and has implemented many successful projects distinguished by their unique designs and high quality. Ora is the successful real estate developer and operator of such flagship brands as Zed El Sheikh Zayed, Zed East, Pyramid Hills, and the newly launched SilverSands on the Egyptian North Coast. The company has also delivered numerous projects outside Egypt, including in London, Cyprus, Pakistan, and Britain.
Silver-Sands
---------------------
Your all-year-round destination, Silversands North Coast is a luxurious destination that is elegantly premium at its core, yet lively in spirit. Considered to be Egypt’s take on a hedonistic azure over the Mediterranean, it is a haven of premium indulgence. Stretching over a kilometer of sparkling beachfront white sands, and lush landscapes of flora that encompass villas, townhouses, twin houses, chalets, and condos. Founded on a vast 506 acres.
Silversands will serve as the go-to beach destination for vacationers all year long, whether for the whole summer or just a weekend getaway. The coastal destination captures the energy of untamed nightlife and the getaway zen of white powdered sand, unspoiled oceans, and burnt orange sunsets.","Silver Sands, Qesm Marsa Matrouh, North Coast",Villa,"3,724 sqft / 346 sqm",5.0,5.0,2 Sep 2025,Installments,"6,248,400 EGP",346.0
